record_id,publication_year,TI,relevance_tier,topic_id,topic_loading,lsa_x,lsa_y
WCC01831,2014,Reconstructing late Holocene vegetation and fire histories in monsoonal region of southeastern China,Core_direct,3,0.1512685168550431,0.16303258996234787,-0.07869936136828598
WCC01032,2023,Future regional increases in simultaneous large Western USA wildfires,Core_direct,13,0.06746941054512588,0.16362382961151792,0.016093728281330592
WCC12687,2015,Dormant season grazing may decrease wildfire probability by increasing fuel moisture and reducing fuel amount and continuity,Contextual_or_indirect,0,0.09477590210977825,0.16631781961607145,-0.05457106662414422
WCC07755,2024,"How people, rainfall and vegetation shape tropical island fire regimes across Micronesia",Contextual_or_indirect,14,0.052491844750095565,0.18694375311088923,-0.06880852318366623
WCC11073,2025,"Spatiotemporal patterns of individual and multiple simultaneous severe weather events co-occurring with power outages in the United States, 2018-2020",Contextual_or_indirect,9,0.08847926734262465,0.13328377927841856,0.08648194705598754
WCC01781,2019,"Analyzing the recent dynamics of wildland fires in Quercus suber L. woodlands in Sardinia (Italy), Corsica (France) and Catalonia (Spain)",Contextual_or_indirect,14,0.034050172158857445,0.1575857758946035,0.0050145863008207135
WCC06870,2022,Effects of site preparation and postplanting cultural treatments on the establishment and early growth of maritime pine (Pinus pinaster Ait.),Core_direct,1,0.11920517887292836,0.15030401001517432,-0.05502217297630615
WCC01887,2017,Biomass burning in Indo-China peninsula and its impacts on regional air quality and global climate change-a review,Contextual_or_indirect,15,0.057349430179568166,0.18954855273552604,0.10794411583127075
WCC00563,2024,Impact of climate change on surgery: A scoping review to define existing knowledge and identify gaps,Contextual_or_indirect,15,0.04014981543080347,0.11060992981817518,0.10316672660813804
WCC01774,2019,Reducing emissions from land use change in Indonesia: An overview,Core_direct,4,0.06273684393418265,0.08107264614363827,0.03202950304372752
WCC10302,2022,The Capabilities of Dedicated Small Satellite Infrared Missions for the Quantitative Characterization of Wildfires,Core_direct,7,0.05837703788947761,0.09506369273656999,0.033477601690205624
WCC04399,2025,The influence of changing fire regimes on specialized plant-animal interactions,Core_direct,10,0.07379582385681537,0.13000078159747802,-0.03878108436473405
WCC07178,2024,Monitoring Postfire Biodiversity Dynamics in Mediterranean Pine Forests Using Acoustic Indices,Core_direct,10,0.06077235212423008,0.18711236532992676,-0.03662815174123335
WCC04818,2021,Amenities or disamenities? Estimating the impacts of extreme heat and wildfire on domestic US migration,Core_direct,9,0.0802803012449702,0.1136646883948942,0.06945552216314768
WCC11447,2025,"Short-term impacts of wildfire on vegetation recovery, soil chemical properties and community-level physiological profiling in a savanna ecosystem of Botswana",Core_direct,8,0.0816203441770672,0.21199354315546098,-0.10943055777332826
WCC03596,2011,Why Analyze Mental Models of Local Climate Change? A Case from Southern Mozambique,Core_direct,14,0.04855669269855428,0.19538022334147875,0.05167501606541868
WCC11005,2024,Wildfire-smoke-precipitation interactions in Siberia: Insights from a regional model study,Core_direct,5,0.06776163835560506,0.1848862746132328,-0.013556746433742679
WCC02326,2023,"Experiencing Climate Change Virtually: The Effects of Virtual Reality on Climate Change Related Cognitions, Emotions, and Behavior",Core_direct,6,0.034859039835228575,0.08851441818580476,0.056023118543208586
WCC07309,2022,Climate-Induced Wildfires and Strengthening Resilience in Electricity Infrastructure,Core_direct,6,0.0819603654578584,0.11192826558420346,0.10774721342356904
WCC02695,2025,Effects of Extreme Climatic Events on Evolutionary Processes,Core_direct,9,0.06001291954419982,0.16423730219892504,0.07413513204663301
WCC08059,2025,Unveiling the Dynamics of Human Mobility in Response to Wildfire-Induced Air Quality Degradation: An Examination of the 2019 Kincade Fire,Contextual_or_indirect,15,0.08565628605075254,0.15661639765727633,0.12013246279106768
WCC08651,2025,"Tree demographics and soil charcoal evidence of fire disturbances in an inaccessible forest atop the Mount Lico inselberg, Mozambique",Contextual_or_indirect,3,0.07819750858204262,0.1735326045701133,-0.07942601594333477
WCC09421,2018,Modeling Wildfire-Induced Permafrost Deformation in an Alaskan Boreal Forest Using InSAR Observations,Core_direct,8,0.04849331234740002,0.10198511927409733,-0.06276778915698376
WCC09316,2015,Short-term anuran community dynamics in the Missouri River floodplain following an historic flood,Core_direct,10,0.056698822143355566,0.13097894538085164,-0.03426729525724769
WCC01138,2016,Recent Advances and Remaining Uncertainties in Resolving Past and Future Climate Effects on Global Fire Activity,Core_direct,13,0.05999729544478292,0.17439892405023713,-0.02828983858840456
WCC06474,2025,"Evaluation of modeled smoke plumes of wildfires in the Argentinian Patagonia, against satellite observations",Contextual_or_indirect,5,0.08762879555371259,0.15066297055566627,0.0317040235521157
WCC05674,2022,"Themes and patterns in print media coverage of wildfires in the USA, Canada and Australia: 1986-2016",Core_direct,6,0.051463645874526946,0.1394013561959646,0.07530773565360806
WCC11579,2014,Evaluating long-term effects of prescribed fire regimes on carbon stocks in a temperate eucalypt forest,Contextual_or_indirect,0,0.07286244292509417,0.19654075271358282,-0.060202771851862125
WCC01642,2004,A global inventory of burned areas at 1km resolution for the year 2000 derived from SPOT VEGETATION data,Core_direct,4,0.08865615221348057,0.21269498520605848,-0.010249279698782037
WCC06968,2023,Material Legacies and Environmental Constraints Underlie Fire Resilience of a Dominant Boreal Forest Type,Core_direct,1,0.10423082203202515,0.1801817453262223,-0.14355084395897003
WCC07235,2014,"Earth, Wind, and Fire: Wildfire Risk Perceptions in a Hurricane-Prone Environment",Contextual_or_indirect,6,0.08963695893463008,0.13514280468586487,0.10645194681878731
WCC02845,2024,Forest fire risk mapping with Landsat 8 OLI images: Evaluation of the potential use of vegetation indices,Core_direct,7,0.12167904083743737,0.14982677059682709,0.022681779510794815
WCC00043,2009,Forest fire in India: a review of the knowledge base,Core_direct,7,0.0493525175455029,0.12860368255454163,0.053408213989479175
WCC01999,2024,Laboratory study on the characteristics of fresh and aged PM1 emitted from typical forest vegetation combustion in Southwest China,Core_direct,5,0.061193760431735474,0.14616509901512714,0.008735513951859961
WCC12145,2022,Impact of the Jenkyns Event (early Toarcian) on dinosaurs: Comparison with the Triassic/Jurassic transition,Core_direct,10,0.03140728278350011,0.15351217626697813,-0.05049249602460959
WCC07179,2023,Range-wide population assessments for subalpine fir indicate widespread disturbance-driven decline,Core_direct,1,0.10270689694149984,0.17720311071936354,-0.061278706830870416
WCC05712,2023,Effects of disturbances and environmental changes on an aridland riparian generalist,Core_direct,10,0.06903066810120091,0.20684514592291353,-0.018231939970686308
WCC07514,2021,The high content of mineral-free organic matter in soils increases their vulnerability to wildfire in humid-temperate zones,Core_direct,8,0.11420993813178767,0.16753224130146602,-0.0833850178501011
WCC03936,2008,Decision support for evaluating landscape departure and prioritizing forest management activities in a changing environment,Contextual_or_indirect,13,0.038814156933000485,0.17223353383391007,-0.017142603072559784
WCC02895,2022,The chemical landscape of tropical mammals in the Anthropocene,Contextual_or_indirect,15,0.03913307678133884,0.13870198697982214,0.06900213773369063
WCC00879,2021,Climate change: What we know and what is to be done,Core_direct,4,0.03739634941475611,0.15623146776198785,0.04251787713947276
WCC08235,2024,Enhancing Refuge Space Safety: Tape Application to Reduce Door Leakage during Fires,Core_direct,6,0.03216741445264933,0.10756023048476542,0.06378910674723293
WCC04781,2018,Atmospheric and Surface Climate Associated With 1986-2013 Wildfires in North America,Core_direct,14,0.08743741514294173,0.15778366323825163,-0.04904584939635453
WCC01928,2021,Minimizing carbon footprint via microalgae as a biological capture,Core_direct,4,0.04955436468821351,0.12734851037175487,0.022125374857908903
WCC12297,2008,Wildfires dynamic in the larch dominance zone,Core_direct,9,0.025096425701958098,0.0836755477162843,-0.028510941845930716
WCC00557,2023,Potential risk to aquatic biota from aerial application of firefighting water additives,Core_direct,8,0.024092927906724786,0.12568181725686117,0.005510276013768866
WCC11533,2006,Large-scale climatic patterns control large lightning fire occurrence in Canada and Alaska forest regions,Contextual_or_indirect,14,0.12190535079715376,0.17154133745974817,-0.05709978762983903
WCC05334,2019,Do lakes feel the burn? Ecological consequences of increasing exposure of lakes to fire in the continental United States,Core_direct,13,0.06837259458878034,0.17177150679306744,-0.020855400431747963
WCC05065,2019,Large-scale forest restoration stabilizes carbon under climate change in Southwest United States,Core_direct,13,0.08883250266238445,0.20125003150214393,-0.08706636566744869
WCC08259,2024,Human footprint and rainfall shape Masai giraffe's habitat suitability and connectivity in a multiple-use landscape,Core_direct,10,0.07623640180316188,0.16923825673512077,0.010413369030452136
WCC11078,2022,"Birth Outcomes, Health, and Health Care Needs of Childbearing Women following Wildfire Disasters: An Integrative, State -of-the -Science Review",Core_direct,15,0.07615803946306972,0.1489633993544089,0.18662555682527598
WCC05867,2001,Natural fire frequency for the eastern Canadian boreal forest: consequences for sustainable forestry,Core_direct,13,0.0489862243612684,0.17153349744455063,-0.07832351889584387
WCC05412,2001,Inter-hemispheric synchrony of forest fires and the El Nino-Southern Oscillation,Core_direct,14,0.12386269777234624,0.17875377819215607,-0.06448700390765286
WCC11363,2021,Biomass equations for rockrose (Cistus laurifolius L.) shrublands in North-central Spain,Core_direct,7,0.0246710737908505,0.11966969381831198,-0.0028984153665486925
WCC10548,2018,Important issues facing insect conservation in Australia: now and into the future,Core_direct,10,0.11603185859435618,0.18573616992077555,0.007902930796781907
WCC06698,2022,"Changes in fire behavior caused by fire exclusion and fuel build-up vary with topography in California montane forests, USA",Contextual_or_indirect,0,0.10126473135022294,0.18657529900373937,-0.04821066241589948
WCC11911,2025,Environmental Sustainability and Cancer Imaging,Core_direct,9,0.026801019302669038,0.09871640457397955,0.10264246587488991
WCC12634,2023,Quantifying Firebrand and Radiative Heat Flux Risk on Structures in Mallee/Mulga-Dominated Wildland-Urban Interface: A Physics-Based Approach,Contextual_or_indirect,6,0.04149388332059731,0.1278489523349593,0.0666810345937755
WCC01910,2013,A 100-year conservation experiment: Impacts on forest carbon stocks and fluxes,Core_direct,1,0.07169233053489768,0.18277280188708162,-0.06492739472691873
WCC04375,2013,Projection of fire potential to future climate scenarios in the Alpine area: some methodological considerations,Core_direct,13,0.08451782835761604,0.1800154388498719,0.0045038031525610036
WCC00601,2018,Forest Fire Severity Affects Host Plant Quality and Insect Herbivore Damage,Core_direct,11,0.040115831251499014,0.14940235155654835,-0.034372479820367834
WCC03528,2023,"Mid-Miocene Palaeofire and Its Complex Relationship With Vegetation Changes in the Wushan Basin, Northeastern Tibetan Plateau, China: Evidence From a High-Resolution Charcoal Record",Core_direct,3,0.1115158721311372,0.17556322883609382,-0.08836188605503405
WCC03669,2018,Topographic variation in the climatic change response of a larch forest in Northeastern China,Core_direct,10,0.04690266316445309,0.18113774429781251,-0.09727228623418278
WCC01742,2004,"AVHRR-derived fire frequency, distribution and area burned in Siberia",Core_direct,14,0.039495117034456906,0.1330988809900025,-0.03915903993954187
WCC10681,2019,A double bootstrap approach to Superposed Epoch Analysis to evaluate response uncertainty,Core_direct,13,0.03842060114094632,0.14252632101585933,0.004375838811786984
WCC05201,2023,2030 Agenda: discussion on Brazilian priorities facing air pollution and climate change challenges,Core_direct,6,0.058582326880572,0.15462704486517315,0.12809791329391504
WCC04089,2021,Twenty-first century droughts have not increasingly exacerbated fire season severity in the Brazilian Amazon,Contextual_or_indirect,14,0.048984937032527806,0.16329107684975486,-0.009675699791884011
WCC11614,2015,Abundance and composition of free and aggregate-occluded carbohydrates and lignin in two forest soils as affected by wildfires of different severity,Core_direct,8,0.09251782217092896,0.15540799801861996,-0.07663377883008625
WCC02971,2011,"Potential CO2 emissions mitigation through forest prescribed burning: A case study in Patagonia, Argentina",Core_direct,4,0.09146611769479407,0.2045747951512244,-0.005339830750929745
WCC11725,1998,Tansley Review No. 101 - The impact of Aboriginal landscape burning on the Australian biota,Core_direct,10,0.07858289196558381,0.1970429482732267,-0.039170262581764946
WCC05882,2016,High-resolution records detect human-caused changes to the boreal forest wildfire regime in interior Alaska,Core_direct,3,0.08842440428926772,0.16495888445569518,-0.09880605758860347
WCC02165,2025,An examination of extreme weather events and their health and well-being impacts on climate change activism behaviors in the United States,Core_direct,9,0.15977308573156931,0.15747553961742405,0.2089535509161185
WCC08892,2022,Burning beds and political stasis: Bernard Stiegler and the entropic nature of Australian anti-reflexivity,Core_direct,6,0.051805761585727424,0.10192372808045291,0.0720520841745092
WCC05774,2022,Recent change of burned area associated with summer heat extremes over Iberia,Core_direct,9,0.08111976457897178,0.15867131787682487,0.0435059995713741
WCC08549,2025,Impact of Environmental Determinants of Health on Access to Surgical Care,Core_direct,6,0.06141810773467105,0.1449450198321193,0.14809551286349423
WCC01755,2015,An Evaluation of the British Columbia Asthma Monitoring System (BCAMS) and PM2.5 Exposure Metrics during the 2014 Forest Fire Season,Contextual_or_indirect,15,0.12082608515355549,0.1291167326323424,0.16663690208325552
WCC09809,2015,"Climatic, vegetation and edaphic influences on the probability of fire across mediterranean woodlands of south-eastern Australia",Core_direct,0,0.04026187756896954,0.1767568079070918,-0.07081967295376758
WCC00268,2019,Scientists' warning on wildfire - a Canadian perspective,Core_direct,6,0.041552111579511455,0.15392391555221027,0.06923658578335357
WCC04743,2018,"Chemical characterisation and source identification of atmospheric aerosols in the Snowy Mountains, south-eastern Australia",Core_direct,5,0.06848923354275577,0.18848006899009748,0.01664255618168702
WCC08817,2015,Ten years of vegetation assembly after a North American mega fire,Core_direct,10,0.05691938314442325,0.17946332745850546,-0.1042813211638143
WCC03549,2025,Electric utility vulnerability to wildfires and post-fire debris flows in California,Core_direct,6,0.0385225506353009,0.10544515949882154,0.062136181439426126
WCC07289,2023,Estimating Climate-Sensitive Wildfire Risk and Tree Mortality Models for Use in Broad-Scale US Forest Carbon Projections,Core_direct,1,0.08458470110643128,0.1764169783050737,-0.008444749826694856
WCC09017,2019,Post-burn and long-term fire effects on plants and birds in floodplain wetlands of the Russian Far East,Contextual_or_indirect,10,0.10936462664860686,0.17178871290367106,-0.09107350675939059
WCC07126,2023,Surviving in a hostile landscape: Nothofagus alessandrii remnant forests threatened by mega-fires and exotic pine invasion in the coastal range of central Chile,Core_direct,1,0.07014533490800728,0.13855739100599224,-0.07395563712488226
WCC12817,2023,Aggregation-induced enhancements in aerosol absorption and scattering across the black-brown continuum,Core_direct,5,0.1403451592957674,0.11942226562669095,-0.025093665446041524
WCC05173,2025,The rising threat of lightning in india: mortality and diurnal patterns (2002-2022),Core_direct,6,0.05989771067584336,0.17297096901358408,0.12142981773356967
WCC06571,2020,The influence of land abandonment on forest disturbance regimes: a global review,Core_direct,10,0.028464113282827327,0.1635095996067985,-0.025425328891415674
WCC09489,2016,"Assessing drought and drought-related wildfire risk in Kanjiza, Serbia: the SEERISK methodology",Core_direct,6,0.06432711187591474,0.15295411691628688,0.10668866801987162
WCC10187,1998,Forest fire and lake-water acidity in a northern Swedish boreal area: Holocene changes in lake-water quality at Makkassjon,Core_direct,3,0.12531200981026547,0.15177899650245685,-0.11364599026974953
WCC06389,2024,Ability of seedlings to survive heat and drought portends future demographic challenges for five southwestern US conifers,Core_direct,1,0.14956119038843405,0.15314299781921709,-0.0903948943388461
WCC07739,2025,Projected Future Changes in Burn Probability in Canada's Forests and Communities Under Different Climate Change Scenarios,Core_direct,13,0.05559742789402059,0.13391686328607516,-0.0023542522908204543
WCC00564,2025,"Wildfire containment probability is not affected by eastern spruce budworm defoliation in Ontario, Canada",Contextual_or_indirect,12,0.04998596103742904,0.14857029202057814,-0.006111307235337239
WCC00486,2022,Catastrophic PM2.5 emissions from Siberian forest fires: Impacting factors analysis,Core_direct,14,0.047781132243781076,0.1848318841423085,0.012218655289281783
WCC08421,2025,Kinematics of post-wildfire debris flow initiation mechanism: impact of hydrophobic layer spatial variability and particle size,Core_direct,11,0.031150476072157096,0.1263494193320242,-0.026124264269963254
WCC06725,2012,Soil microbial responses to fire and interacting global change factors in a California annual grassland,Core_direct,8,0.07476849730655274,0.19083809755936484,-0.1075151629072627
WCC05062,2021,PROPAGATION ANALYSIS OF PU RADIONUCLIDES AS A RESULT OF FIRE INCIDENTS IN THE EXCLUSION ZONE OF THE CHERNOBYL NPP IN APRIL 2020,Core_direct,15,0.037715811051906155,0.1544674303028743,0.0681772385584885
WCC02224,2014,Environmental change and the carbon balance of Amazonian forests,Core_direct,4,0.11078486367715569,0.1853108203956699,-0.011500572463594793
WCC10093,2022,"A Century of Drought in HawaiModified Letter Turned Commai: Geospatial Analysis and Synthesis across Hydrological, Ecological, and Socioeconomic Scales",Contextual_or_indirect,14,0.06524822881052014,0.1740947911023741,0.034606422679427436
WCC05154,2007,Climate change and forests of the future: Managing in the face of uncertainty,Core_direct,6,0.06239012051205014,0.17726459669566336,0.055411540758379105
WCC00024,2022,The Role of El Nino Variability and Peatland in Burnt Area and Emitted Carbon in Forest Fire Modeling,Core_direct,4,0.06525818638817893,0.1626874424144707,-0.03310765369354829
WCC06312,2015,Ecological effects of extreme climatic events on riverine ecosystems: insights from Australia,Core_direct,9,0.10328472624109507,0.18530026828541296,0.04541594743943637
WCC08076,2020,Evaluating the Drought Code Using In Situ Drying Timelags of Feathermoss Duff in Interior Alaska,Contextual_or_indirect,2,0.1164558404247096,0.13977136808972365,-0.050097493778023035
WCC05034,2022,The Role of Forests in the Implementation of Russia's Low-Carbon Development Strategy,Core_direct,4,0.08892214308738339,0.11321662570802474,0.0195994185411019
WCC05280,1999,"Environmental change and rain forests on the Sunda shelf of Southeast Asia: drought, fire and the biological cooling of biodiversity hotspots",Contextual_or_indirect,10,0.041439228000785325,0.16035017151209907,-0.03736878903634855
WCC02596,2015,Biased representation of disturbance rates in the roadside sampling frame in boreal forests: implications for monitoring design,Contextual_or_indirect,10,0.03290542525588841,0.12156799106798762,-0.03735081059501445
WCC09120,2012,"Detecting changes in climate forcing on the fire regime of a North American mixed-pine forest: A case study of Seney National Wildlife Refuge, Upper Michigan",Core_direct,1,0.06691826810572303,0.18919791385298904,-0.08873828424109706
WCC05020,2024,A risk assessment methodology for supporting decision making on the climate proofing of electricity distribution networks,Core_direct,6,0.06280396968675674,0.1819389174542042,0.15476007050256724
WCC05218,2021,Ecological restoration guided by historical reference conditions can increase resilience to climate change of southwestern US Ponderosa pine forests,Core_direct,1,0.1463239884594506,0.2175259244008037,-0.09161312869607748
WCC06027,2020,CO2-induced climate forcing on the fire record during the initiation of Cretaceous oceanic anoxic event 2,Core_direct,3,0.07436476267607472,0.14812361677561672,-0.07556503456511328
WCC09696,2022,CO-OCCURRING WYOMING PINUS SPECIES EXHIBIT DIFFERING CLIMATE-GROWTH RELATIONSHIPS,Core_direct,1,0.08384712414886061,0.15165241632036247,-0.07675035339877967
WCC08355,2025,Comparing indoor and outdoor temperature and air pollution at an urban cooling center: a multiyear case study,Core_direct,15,0.0966433080171601,0.14963046059106594,0.1486602466257316
WCC10580,2022,Fire increases soil nitrogen retention and alters nitrogen uptake patterns among dominant shrub species in an Arctic dry heath tundra,Core_direct,8,0.09011444998742492,0.17178027157713469,-0.15060867211551993
WCC06849,2023,The impact of extreme weather events on mental health in Africa: A scoping review of the evidence,Core_direct,9,0.13784628184056044,0.14881868878044,0.21516126863566548
WCC07861,2019,"Open fires in Greenland in summer 2017: transport, deposition and radiative effects of BC, OC and BrC emissions",Core_direct,5,0.11610269253015189,0.16407322151699577,-0.061099881498170576
WCC05405,2018,Spatial and temporal evapotranspiration trends after wildfire in semi-arid landscapes,Core_direct,11,0.10720681377256791,0.19822327656932642,-0.08049964974764726
WCC00680,2010,Trends in global wildfire potential in a changing climate,Core_direct,13,0.0942477868404155,0.19462237415264338,-0.0052418662441353755
WCC00142,2024,The Effect of Climate Change on Forest Fire Danger and Severity in the Canadian Boreal Forests for the Period 1976-2100,Core_direct,2,0.13956280642535793,0.2193037891844567,-0.01470368826032736
WCC09674,2018,Impacts of increased soil burn severity on larch forest regeneration on permafrost soils of far northeastern Siberia,Core_direct,1,0.09597425365011525,0.19909219238251502,-0.16299637655122567
WCC09538,2023,Quantifying fire- specific smoke exposure and health impacts,Core_direct,15,0.12166785005069536,0.18988127775456687,0.16591592047817938
WCC06180,2018,Land use strategies to mitigate climate change in carbon dense temperate forests,Core_direct,4,0.1107104611497715,0.1840136903359401,-0.02100671773082376
WCC02875,2021,Combining Tree Species Composition and Understory Coverage Indicators with Optimization Techniques to Address Concerns with Landscape-Level Biodiversity,Core_direct,6,0.05397256637223905,0.16303444709840376,0.03470633931045359
WCC11039,2020,Microwave Retrievals of Soil Moisture Improve Grassland Wildfire Predictions,Contextual_or_indirect,8,0.037970904315458555,0.1754378215632021,-0.008696055335192791
WCC01043,2025,Multiscale wildfire and smoke detection in complex drone forest environments based on YOLOv8,Core_direct,12,0.10668926402137319,0.15171431594273013,0.11878434001408675
WCC10555,2025,Burn severity modifies the impact of salvage logging on post-wildfire natural regeneration of Douglas-fir in interior British Columbia,Core_direct,11,0.09179014498884182,0.16930843109437677,-0.09632633160578809
WCC08425,2021,Wildfire smoke impacts respiratory health more than fine particles from other sources: observational evidence from Southern California,Contextual_or_indirect,15,0.1563899430425412,0.15356890384300023,0.18500989135799378
WCC01382,2021,"Correlation analysis of terrestrial and satellite meteodata in the territory of the Republic of Buryatia (Eastern Siberia, Russian Federation) with forest fire statistics",Core_direct,14,0.05196823458661305,0.166126539605563,-0.011227635215302281
WCC05446,2023,A review of applications of remote sensing for drought studies in the Andes region,Core_direct,7,0.08188360693811457,0.15245856600506377,0.06758151938031945
WCC04522,2020,"Influence of topography and fuels on fire refugia probability under varying fire weather conditions in forests of the Pacific Northwest, USA",Contextual_or_indirect,11,0.0950030433074815,0.1557064336181535,-0.037068417276535044
WCC07790,2024,Characterizing long-term tree species dynamics in Canada's forested ecosystems using annual time series remote sensing data,Core_direct,1,0.1665585418734107,0.1974538048415457,-0.10977100949041739
WCC10957,2025,Measuring individual preparedness for flood and bushfire emergencies,Core_direct,6,0.09092297670112107,0.1509028583332333,0.13889113974783085
WCC04430,2025,A needle in a haystack: Projecting the climate impacts on Brazil's pulp and paper industry,Core_direct,6,0.03860186704372611,0.15990826723347393,0.031166067692834698
WCC01439,2021,Forest fire detection on LANDSAT images using support vector machine,Core_direct,12,0.12336805367715581,0.11393617228354953,0.05031108281870671
WCC06430,2018,Public Health Agency Responses and Opportunities to Protect Against Health Impacts of Climate Change Among US Populations with Multiple Vulnerabilities,Core_direct,15,0.08172149458379042,0.1719918619032393,0.24837711640363197
WCC09955,2008,Inundation of freshwater peatlands by sea level rise: Uncertainty and potential carbon cycle feedbacks,Core_direct,4,0.09621687344303896,0.1555101667185758,-0.03765060677737722
WCC05374,2021,Rural Fire Risk Assessment in GIS Environment Using Fuzzy Logic and the AHP Approaches,Core_direct,6,0.06510703199012075,0.11649421719790531,0.09520089124477163
WCC09235,2016,Fire and climate in Mongolia (1532-2010 Common Era),Core_direct,0,0.028399144004837635,0.11818364598398115,-0.03348877194133018
WCC10266,2007,Fire persistence traits of plants along a productivity and disturbance gradient in mediterranean shrublands of south-east Australia,Core_direct,10,0.07650594660343858,0.16855599392146478,-0.08149911766289522
WCC06415,2024,Past wildfire effects on terrestrial vegetation and biogeochemistry in a drinking water supply catchment,Core_direct,3,0.07679137226417813,0.20722005437067242,-0.06102309104303951
WCC12708,2007,Integrating new methods and tools in fire danger rating,Contextual_or_indirect,2,0.11845820926510077,0.17086344954329324,0.10562376015035202
WCC04868,2016,Critical Review of Health Impacts of Wildfire Smoke Exposure,Core_direct,15,0.13800123323129757,0.14457126814631036,0.18856891361302883
WCC02974,1991,THE INFLUENCE OF ISLAND AND MAINLAND LAKESHORE LANDSCAPES ON BOREAL FOREST-FIRE REGIMES,Core_direct,3,0.05352433933577578,0.20228515098803643,-0.12132375312443389
WCC03979,2004,"Mapping fuels and fire regimes using remote sensing, ecosystem simulation, and gradient modeling",Core_direct,7,0.07193947505467481,0.23341725524242324,0.018115790099921057
WCC07397,2021,The state of science on severe air pollution episodes: Quantitative and qualitative analysis,Core_direct,15,0.07120107038030667,0.15778988791092802,0.11614909813326246
WCC09371,2024,Long-term summer warming reduces post-fire carbon dioxide losses in an arctic heath tundra,Core_direct,8,0.07275485248078903,0.18722507710662364,-0.11564546008944933
WCC00979,2025,Landscape fires and decreasing carbon sequestration capacity: Quantifying greenhouse gas emissions due to the Russo-Ukrainian war,Contextual_or_indirect,4,0.1237360809403907,0.1896826373518645,-0.05039858841498381
WCC02655,2014,Fire responses to postglacial climate change and human impact in northern Patagonia (41-43°S),Core_direct,3,0.13622541228285492,0.1911003711677811,-0.09761027771482089
WCC05304,2017,Genetic erosion and escalating extinction risk in frogs with increasing wildfire frequency,Core_direct,10,0.08337904992071116,0.1603774699125327,0.02561090302990123
WCC10658,2021,Effects of Wildfire on Rockfall Occurrence: A Review through Actual Cases in Spain,Contextual_or_indirect,6,0.0743077350936156,0.1949046525832259,0.11449191311424224
WCC08746,2025,"Strategic decision-making in wildfire risk management: Risk attitudes, strategy shifts, and policy implications in Taiwan",Core_direct,6,0.06180596861615985,0.1525878612881124,0.07817193107074134
WCC04244,2022,No treeline shift despite climate change over the last 70 years,Core_direct,14,0.05768274334705063,0.18450585572083633,-0.036816070892143574
WCC08245,2019,"Seasonal time-series reveal the impact and rapid recovery in richness, abundance and community structure of benthic macroinvertebrates following catchment wildfire",Core_direct,10,0.045465118560858095,0.18598101371985729,-0.06506333180294176
WCC08694,2019,"Boreal Forest Floor Greenhouse Gas Emissions Across a Pleurozium schreberi-Dominated, Wildfire-Disturbed Chronosequence",Core_direct,4,0.09118893895816459,0.17480686123224953,-0.07267400075148157
WCC12856,2014,Soot superaggregates from flaming wildfires and their direct radiative forcing,Core_direct,5,0.07703302122913366,0.08426376409989901,-0.003666497256180557
WCC04513,2022,Forest fire risk estimation in a typical temperate forest in Northeastern China using the Canadian forest fire weather index: case study in autumn 2019 and 2020,Contextual_or_indirect,2,0.15224436875410127,0.17956196576577288,-0.011751345710999818
WCC04239,2010,Post-fire vegetation regrowth detection in the Deiva Marina region (Liguria-Italy) using Landsat TM and ETM plus data,Core_direct,7,0.08586202194012499,0.1736496022144237,-0.007121521144866217
WCC11607,2024,"Changed Seasonality and Forcings of Peak Annual Flows in Ephemeral Channels at Flagstaff, Northern Arizona, USA",Core_direct,14,0.05416948240123506,0.19983844495265085,-0.004448757807403318
WCC01316,2016,Characteristics and controls of extremely large wildfires in the western Mediterranean Basin,Contextual_or_indirect,0,0.05214345665480483,0.18899265065799747,-0.008874698700090722
WCC12335,2020,The morphology of experimentally produced charcoal distinguishes fuel types in the Arctic tundra,Core_direct,3,0.06217287028774214,0.13512265098840978,-0.08224342661244205
WCC01451,2021,Climate change impacts on cultural heritage: A literature review,Core_direct,6,0.04691317554295805,0.1332960567559427,0.08676084608653026
WCC07829,2010,"Indigenous Use of Fire and Forest Loss in Canaima National Park, Venezuela. Assessment of and Tools for Alternative Strategies of Fire Management in Pemn Indigenous Lands",Core_direct,6,0.06479593682484419,0.13011669325027225,0.06248924862197408
WCC07614,2023,Beyond neat classifications: A case for the in-betweens,Core_direct,6,0.04614729279340783,0.1273936226971121,0.07428572802331457
WCC03106,2009,A press database on natural risks and its application in the study of floods in Northeastern Spain,Core_direct,6,0.0680169511301819,0.14453513061898735,0.1177024711653262
WCC10465,2025,Bushfire and adolescent mental health: A systematic review,Core_direct,6,0.05488296786460673,0.13934133079651193,0.1819341279964072
WCC03898,2025,"Impact of wildfires on spatial and temporal evolution of groundwater recharge in an Atlantic pine forest: An integrated approach using field, remote sensing and modeling",Core_direct,7,0.055354597765596605,0.18621668586912093,-0.02438649585009226
WCC10312,2025,Fractal modeling of wildfire spread using environmental parameter fields across Mediterranean landscapes,Contextual_or_indirect,2,0.056504506293144706,0.1607682055695503,0.0746847045712361
WCC07108,2024,K'gari (Fraser Island) World Heritage Area: evaluating change in plant species richness and composition over two decades,Core_direct,10,0.09101649630141304,0.198406259452261,-0.03414085446119615
